"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Change Request","Priority","Severity","Type"
1127232,"Firefox","Menus","nobody","UNCONFIRMED"," ---","""save page as"" disappears from the context menu when text is selected"," ---"," --","normal","defect"
1128316,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Add the option to hide/show tabs, as well as keyboard shortcuts to hide/show specific/all tabs"," ---"," --","normal","enhancement"
1130745,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Add CROSS-ORIGIN enabling option through the about:config window"," ---"," --","normal","enhancement"
1130823,"Firefox","General","nobody","UNCONFIRMED"," ---","Double fired mouseenter"," ---"," --","normal","defect"
1132543,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Add shortcut to set focus to current tab"," ---"," --","normal","enhancement"
1133061,"Firefox","General","nobody","UNCONFIRMED"," ---","After clearing the address bar I can still navigate in my gmail account, but address bar stays empty"," ---"," --","normal","defect"
1133166,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Downloaded JAR files are saved with the extension .jar.zip"," ---"," --","normal","defect"
1133404,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","element without tabindex can be tabbed into"," ---"," --","normal","defect"
1133480,"Firefox","Security","nobody","UNCONFIRMED"," ---","provide a visual indication in the control center when Firefox sends a client certificate"," ---"," --","normal","defect"
1134134,"Firefox","General","nobody","UNCONFIRMED"," ---","Unnecessary ads for Mozilla products on Firefox startpage"," ---"," --","normal","enhancement"
1135549,"Firefox","Page Info Window","nobody","UNCONFIRMED"," ---","HTML5 audio not showing in Page Info"," ---"," --","normal","defect"
1135564,"Firefox","General","nobody","UNCONFIRMED"," ---","No longer authorised to access a page (HTTP Error 401.2)"," ---"," --","normal","defect"
1135643,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","ms-windows-store should not auto open in Firefox"," ---"," --","normal","defect"
1136343,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","[10.10] Keyboard doesn't execute commands in OS X"," ---"," --","normal","defect"
1136647,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Mistery tab still open after close then cannot create or switch tab"," ---"," --","normal","defect"
1136702,"Firefox","Security","nobody","UNCONFIRMED"," ---","""thawte Primary Root CA"" autority certificate causes SSL problems"," ---"," --","normal","defect"
1138768,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","When creating a new window by dragging an existing tab, first window doesn't switch back to original tab."," ---"," --","normal","defect"
1138929,"Firefox","General","nobody","UNCONFIRMED"," ---","#page-report-button should toggle. Currently it reopens on clicking."," ---"," --","normal","defect"
1139145,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Panels sometimes get stuck closed"," ---"," --","normal","defect"
1139742,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Indexed Database Quota Exceeded"," ---"," --","normal","defect"
1140026,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Firefox doesn't remember last pages on Mac"," ---"," --","normal","defect"
1140073,"Firefox","General","nobody","UNCONFIRMED"," ---","Video flickers since Firefox 36.0"," ---"," --","normal","defect"
1140532,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Selecting 'No Style' results in 'Basic Page Style' remaining as selected option"," ---"," --","normal","defect"
1140570,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","after improper shutdown firefox deletes completed download"," ---"," --","critical","defect"
1140631,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Toolbars will not work when clicked since updating to 36"," ---"," --","normal","defect"
1140702,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","disabling tabs smooth scrolling also disable scrolling new tab into view"," ---"," --","normal","defect"
1140703,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","settings for tabs opening and closing animations inconsistency"," ---"," --","normal","defect"
1140706,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","tabs (and page) smooth scrolling animation duration is hard coded"," ---"," --","normal","defect"
1141487,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Permit a way to add separators between tabs so that unpinned tabs can be grouped together"," ---"," --","normal","enhancement"
1141523,"Firefox","General","nobody","UNCONFIRMED"," ---","Find next does not work when find is intiated before text is loaded"," ---"," --","normal","defect"
1142821,"Firefox","Theme","nobody","UNCONFIRMED"," ---","The menu associated with the ""More tools..."" chevron has poor alignment and spacing"," ---"," --","normal","defect"
1143500,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Minor cosmetic issue when opening large number of sites in one go."," ---"," --","trivial","defect"
1143601,"Firefox","General","nobody","UNCONFIRMED"," ---","firefox steals the system RAM in Mac Yosemite OS"," ---"," --","normal","defect"
1144110,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Restoring a session after a crash does sometimes minimize Firefox"," ---"," --","normal","defect"
1144123,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Closing the ""Restore Session"" tab and recovering it can cause it to not contain the previous session anymore"," ---"," --","critical","defect"
1144394,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Right-click context menu is often missing back-button"," ---"," --","normal","defect"
1145678,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","private browsing mode causes all cookies to disappear in certain situation"," ---"," --","normal","defect"
1146246,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","switch tabs if you only have one tab"," ---"," --","normal","defect"
1146268,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Firefox Developer Edition Theme loading slow than default theme"," ---"," --","normal","defect"
1146353,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Address bar not giving suggestion on opened tabs"," ---"," --","normal","defect"
1146575,"Firefox","Security","nobody","UNCONFIRMED"," ---","Certificate lost if installed during Firefox update"," ---"," --","normal","defect"
1146617,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Firefox themes are moving the bookmarks toolbar above the web address toolbar"," ---"," --","normal","defect"
1148264,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Firefox does not add a file extension to the download property of an a frame when it should"," ---"," --","minor","defect"
1148368,"Firefox","General","nobody","UNCONFIRMED"," ---","Wrong app title on OS X"," ---"," --","trivial","defect"
1148908,"Firefox","General","nobody","UNCONFIRMED"," ---","Click to enable JavaScript APIs"," ---"," --","normal","enhancement"
1148997,"Firefox","General","nobody","UNCONFIRMED"," ---","Options window opens on the wrong monitor in windows 8.1 when snapped"," ---"," --","normal","defect"
1149063,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Moving symbols in customize mode does not always allocate the correct place"," ---"," --","normal","defect"
1149963,"Firefox","Page Info Window","nobody","UNCONFIRMED"," ---","Technical Details of Page Info missing encryption type"," ---"," --","normal","defect"
1149973,"Firefox","General","nobody","UNCONFIRMED"," ---","Pictures matching the desktop resolution don't fit in in full screen mode"," ---"," --","normal","defect"
1149986,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","[Feature Request] Add desktop actions support"," ---"," --","normal","enhancement"
1151312,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","firefox is misbehaving by deleting downloaded files"," ---"," --","normal","defect"
1151357,"Firefox","Theme","nobody","UNCONFIRMED"," ---","[Firefox Developer Edition] about:config is unreadable with custom system colors"," ---"," --","normal","defect"
1151855,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","can't specify to save when Content-Disposition: attachment and preview otherwise"," ---"," --","normal","defect"
1152394,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Switching Firefox to be the default browser does not update the UI to reflect so until after the dialog box is closed"," ---"," --","normal","defect"
1153223,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Add a preference to control what happens when middle-clicking a tab"," ---"," --","normal","enhancement"
1153605,"Firefox","General","nobody","UNCONFIRMED"," ---","lagging response, high cpu usage, windows 7, FF36 vs FF37"," ---"," --","normal","defect"
1153679,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","cannot tell tab order"," ---"," --","trivial","defect"
1153856,"Firefox","Page Info Window","nobody","UNCONFIRMED"," ---","Media info shows ""video"" instead of ""audio""."," ---"," --","normal","defect"
1155199,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","browser.sessionstore.max_resumed_crashes allows more crashes than given until the next crash/restart is showing about:sessionrestore"," ---"," --","normal","defect"
1155277,"Firefox","Page Info Window","nobody","UNCONFIRMED"," ---","Split the long string showing the encryption type in 'Site Identity Button'|More Info|Security"," ---"," --","trivial","defect"
1155982,"Firefox","General","nobody","UNCONFIRMED"," ---","Artifacts on screen from selecting table cells"," ---"," --","normal","defect"
1157443,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","JPEG Image without file extension is saved with jpe extension"," ---"," --","normal","defect"
1158477,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Need hotkey to focus on content"," ---"," --","normal","enhancement"
1158559,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Typing in address bar, then pressing enter caused the ""Restore"" button of about:sessionrestore to trigger."," ---"," --","normal","defect"
1159242,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","AltGr select text in forms sometimes in nightly 40"," ---"," --","normal","defect"
1160473,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Download panel not disappearing after drag&drop a file in Ubuntu Linux"," ---"," --","normal","defect"
1160776,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Context menu item to copy element anchor link"," ---"," --","normal","enhancement"
1160893,"Firefox","General","nobody","UNCONFIRMED"," ---","malfunction of a scrollable select list in a fixed position area"," ---"," --","normal","defect"
1163017,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Show all tabs doesn't work in permanent private mode"," ---"," --","normal","defect"
1166213,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","New settings dialog - setting ""current page"" as startpage is not appropriate any more"," ---"," --","normal","defect"
1166691,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Open with dialog doesn't offer correct apps to open, but from DN Library it works"," ---"," --","normal","defect"
1167611,"Firefox","General","nobody","UNCONFIRMED"," ---","Css 3d slow performance"," ---"," --","normal","defect"
1167996,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Wrong auto-filename on picture download"," ---"," --","normal","defect"
1169417,"Firefox","General","nobody","UNCONFIRMED"," ---","Please ignore 3rd-party code injected into <fxdir>/browser/components/"," ---"," --","normal","defect"
1169591,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Location bar: c-p and c-n should be equivalent to up and down arrow"," ---"," --","normal","defect"
1169914,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Sensitivity of bookmark steppers is not always correctly set"," ---"," --","normal","defect"
1170780,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","With update to 38.x I am unable to change preferences (linux)"," ---"," --","normal","defect"
1171715,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Context menu is very long in 38.0.5"," ---"," --","normal","defect"
1172312,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Private Browsing - Click on Icon of ""Open new window"" should open another Private window"," ---"," --","normal","enhancement"
1172808,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Restore previous session does not restore multiple windows anymore"," ---"," --","normal","defect"
